음식점명,음식종류,위도,경도
금능샌드,단품요리 전문,33.3892622,126.2324623
법환어촌계 좀녀숨비소리,가정식,33.2341727,126.5135735
루체,단품요리 전문,33.499215,126.5312611
고기중독,단품요리 전문,33.4889081,126.4931659
삼화포구,일식,33.5287547,126.5891309
갱길이네고사리삼겹살,단품요리 전문,33.5068496,126.5092644
송가네참숯가든,단품요리 전문,33.2822655,126.7007627
명인장어통일,가정식,33.5004332,126.5192698
중문레지나김밥,분식,33.2513624,126.4278152
뚜레쥬르 서귀포동홍점,베이커리,33.25812519999999,126.5722427
형제돼지갈비,단품요리 전문,33.5089876,126.5334965
아방도르다,단품요리 전문,33.3489895,126.1827725
알뜨르식당,가정식,33.2180433,126.2716096
집밥뚝딱 삼화점,단품요리 전문,33.5145298,126.576053
듬뿍낙지,단품요리 전문,33.2261671,126.2505589
래원,중식,33.2801589,126.2771645
돔베고기 닭칼국수,단품요리 전문,33.3228033,126.261934
제주명월역,단품요리 전문,33.3917177,126.2621508
이구역에미녀,단품요리 전문,33.2434568,126.5625986
피플,단품요리 전문,33.5379413,126.6138329
마리벨(하모어촌계직영),커피,33.21054520000001,126.2576053
케이오늘,가정식,33.4834535,126.4903857
카페동경앤책방,커피,33.481333,126.4048638
17번가,가정식,33.4819695,126.4048848
레스페베르,단품요리 전문,33.5045467,126.5201964
탐라맛고을,단품요리 전문,33.497142,126.5469051
7번가피자제주애월점,피자,33.4610126,126.3226999
모산봉,중식,33.5549691,126.7521168
육화담,가정식,33.2472371,126.564018
육값하네식육가든,가정식,33.2922856,126.7219177
홍키호테,가정식,33.47144400000001,126.5497285
곁,단품요리 전문,33.5138433,126.5240229
듀크타코,가정식,33.2481027,126.5619969
맛존디수모루점,가정식,33.2412241,126.5313068
청솔밥상,가정식,33.4637609,126.9340556
가을,맥주/요리주점,33.4911707,126.4975617
홍천하마라탕,중식,33.4482113,126.9158304
파티세리에이비씨,베이커리,33.51691050000001,126.5226412
서도가든,가정식,33.5218201,126.5659733
대마족발이도점,단품요리 전문,33.4942707,126.5479317
거래처,단품요리 전문,33.4875892,126.4959702
황성옛터,가정식,33.4100306,126.266017
도랑도랑,가정식,33.4880859,126.4971867
양과자회관,베이커리,33.3828211,126.7313785
앤트힐,양식,33.2910856,126.3013168
다온까페,단품요리 전문,33.2493551,126.5659928
동그리생생,가정식,33.5014744,126.5424863
찬밀면,단품요리 전문,33.2599984,126.5145203
시청그때그집,가정식,33.5019413,126.5289095
배스킨라빈스제주하귀점,베이커리,33.4841382,126.4113404
우니담제주함덕점,단품요리 전문,33.542487,126.6694904
갈치음식점궁서체,단품요리 전문,33.5168477,126.5169677
돈벨롱,가정식,33.2279887,126.3042516
플레이그라운드(playground)1080,단품요리 전문,33.3095474,126.3086614
부가네얼큰이이호점,가정식,33.4929061,126.4628799
바다향기,단품요리 전문,33.413955,126.2623476
홍도니,가정식,33.482095,126.5017054
유안이네횟집,단품요리 전문,33.2640473,126.3759033
제주노형뜨란채점빽다방,커피,33.4865854,126.4733557
에프엘이엑스,단품요리 전문,33.4867647,126.4910562
열흘제주한림점,가정식,33.4068372,126.2610761
일이삼식당,가정식,33.4957375,126.5256433
하이데어키친,양식,33.2555018,126.5257545
롯데리아 서귀포혁신점,샌드위치/토스트,33.2542791,126.5071233
시키,아이스크림/빙수,33.405931,126.2548942
제주다온가,단품요리 전문,33.2348774,126.3674874
너나들이민속주점,단품요리 전문,33.4902604,126.5343072
베라체,맥주/요리주점,33.4944343,126.5482049
탐나는고깃간,가정식,33.2474951,126.5621939
돌하루방국수,분식,33.2442772,126.5598438
쿠이,가정식,33.5425913,126.673167
미풍해장국봉개점,단품요리 전문,33.4933919,126.5874509
바미아일랜드,양식,33.5550081,126.7973278
표선춘하추동,가정식,33.3259354,126.8287757
노가리앤비어대정모슬포점,맥주/요리주점,33.2182581,126.2504491
제주통돼지바베큐,단품요리 전문,33.4939928,126.4340608
렛미인,단품요리 전문,33.4808838,126.490774
탐라향,가정식,33.5093856,126.4821032
유년기,일식,33.4651102,126.3201893
플로베롯데점,단품요리 전문,33.4906409,126.4866038
도남앤횟집,단품요리 전문,33.4962474,126.527412
탐라해장국,단품요리 전문,33.2589133,126.5593638
주도적,맥주/요리주점,33.5017872,126.5287582
꿀꿀이식당,가정식,33.4905601,126.4922256
함덕흑돼지연탄구이,가정식,33.5417102,126.6669843
선지왓숯불갈비,가정식,33.2627209,126.592062
다니엘스 키친 동문시장점,일식,33.5114481,126.5237177
가본,가정식,33.5164141,126.5287629
탄산팜,단품요리 전문,33.24899550000001,126.2982021
빠빠라기,커피,33.50001,126.5292931
협재해수욕장짜장면탕수육,중식,33.3931071,126.2404006
세화샌디,커피,33.5239991,126.8619404
돈우랑,가정식,33.5081754,126.5397649
제주바다에,단품요리 전문,33.4859603,126.5384442
한라산해장국,단품요리 전문,33.4873913,126.4959608
커브커피스토어,커피,33.5261553,126.5773512
토평원,단품요리 전문,33.2764442,126.5813646
춘리마라탕 제주시청점,중식,33.4982403,126.53041
협재밀,단품요리 전문,33.3978595,126.242948
일출봉,단품요리 전문,33.5151149,126.5381212
아로제,가정식,33.4807993,126.4773835
대게와킹크랩돌꼬망쭌포차,단품요리 전문,33.4964153,126.5375493
대정몽생이,가정식,33.5007613,126.5177268
칠공삼공,가정식,33.416726,126.2634328
아름,단품요리 전문,33.4180631,126.6534847
용두골,단품요리 전문,33.5164755,126.505595
뚜레쥬르 제주애월점,베이커리,33.4646274,126.32017
제라진김밥,분식,33.4758227,126.550614
수수로,가정식,33.4589158,126.7138501
도톰애월,가정식,33.4828427,126.3969802
구구토종닭,단품요리 전문,33.4180631,126.6534847
제주라면2호점,분식,33.5069718,126.4698492
김가네흑돼지,단품요리 전문,33.2500214,126.5642449
조간대,단품요리 전문,33.5576093,126.7531123
자금성,중식,33.5358872,126.6250392
동광메밀짬뽕,중식,33.3105855,126.3497109
인화계,단품요리 전문,33.5058499,126.5398724
원조수림,가정식,33.40535130000001,126.2568207
쿠쿤,단품요리 전문,33.5327634,126.8376293
오토김밥 제주점,분식,33.4905187,126.4777849
제주펫스쿨,단품요리 전문,33.2864268,126.2231539
광림,분식,33.4894955,126.4892384
국대전,가정식,33.4867541,126.4313944
경풍식당,가정식,33.4969497,126.4731786
금능포구횟집,일식,33.3903118,126.2286523
오르메맛,단품요리 전문,33.25071399999999,126.563632
호남,가정식,33.5151071,126.5612878
별방촌,가정식,33.5250642,126.8634719
코츠커퍼,단품요리 전문,33.2448201,126.5065995
노을코지,커피,33.5129854,126.4845008
샤브마니아제주외도점,단품요리 전문,33.4857793,126.4270054
삼교리동치미막국수제주점,단품요리 전문,33.4942169,126.5185802
달주택,단품요리 전문,33.4841904,126.485303
윤활,가정식,33.4508141,126.9124938
이태리너랑같이제주,가정식,33.4992534,126.5226699
도진식당,가정식,33.4790639,126.492281
해주소반 예래점,가정식,33.2410546,126.3819585
고래맥주,맥주/요리주점,33.4875079,126.4323729
마왕족발제주성산점,단품요리 전문,33.4499469,126.9158235
2046호,단품요리 전문,33.2219185,126.250288
하가1476,단품요리 전문,33.4554981,126.3491968
오늘도치킨과맥주가좋다,맥주/요리주점,33.4155407,126.2623302
노형둘레국수,단품요리 전문,33.4813671,126.4837921
한라돈까스,단품요리 전문,33.517353,126.5217888
독불장군,가정식,33.5053453,126.5402632
영지식당,가정식,33.4666004,126.9319281
벨라,단품요리 전문,33.4874929,126.4921407
할머니집,단품요리 전문,33.4753016,126.6555156
(사)한국수상레저안전협회 제주제주시지부,분식,33.4986042,126.4564616
라우나 (La UNA),양식,33.4723604,126.5480634
소인쿡푸드코트,가정식,33.2899434,126.3239635
카페하리,커피,33.3200403,126.2670549
롤타이드,양식,33.5425306,126.6651685
모닥치기아라,분식,33.4753395,126.5459673
벽돌집 소곱창,단품요리 전문,33.3243091,126.8321658
제주고사리해장국 중문본점,단품요리 전문,33.2470508,126.4292794
커피에반하다서귀포올레시장점,커피,33.2488151,126.5641848
돼지궁뎅이,가정식,33.2480265,126.560897
램도,중식,33.3001684,126.3194982
현우식당,가정식,33.5452778,126.685538
소문난간장게장,단품요리 전문,33.4842849,126.4068335
한식의 품격 신제주점,단품요리 전문,33.4862574,126.4915405
종달삐삐통닭,치킨,33.4966528,126.909078
사람책방,맥주/요리주점,33.4988225,126.5294457
당근과해녀,가정식,33.5329874,126.8424206
동해식당,가정식,33.5430733,126.6619512
달콤왕가탕후루 연동점,기타세계요리,33.4787086,126.4892592
터틀리애,단품요리 전문,33.2784133,126.3617591
막창상회,단품요리 전문,33.5001806,126.5185441
우무깨,가정식,33.2792229,126.3069192
함덕제주비치호델 주식회사,단품요리 전문,33.5433543,126.6635261
번영김밥,분식,33.489802,126.5952014
굽네치킨동홍점,치킨,33.2550023,126.5707783
대오,가정식,33.4741395,126.6567753
지영상회,단품요리 전문,33.2522494,126.6230068
봄봄화북점,단품요리 전문,33.5239324,126.567314
청년다방외도점,커피,33.4872746,126.4323765
숲숲 포 레스트,단품요리 전문,33.252467,126.5100579
뚜레쥬르 제주화순점,베이커리,33.2462516,126.3335846
칠링,맥주/요리주점,33.4866324,126.4886019
골뱅이포차,단품요리 전문,33.4962544,126.5373128
제주사랑오메기떡,떡/한과,33.4992834,126.5010961
가파도엔 아이스크림,아이스크림/빙수,33.1744013,126.2712633
수컴퍼니,양식,33.5077437,126.5421443
상효원 소낭아래,가정식,33.3067015,126.5852773
호식이두마리치킨도남점,치킨,33.495357,126.5260495
제주부리는횟집제주회센터,단품요리 전문,33.5164755,126.505595
현대그린푸드국세공무원교육원(제주),구내식당/푸드코트,33.256026,126.5152018
한려원한정식,가정식,33.4947428,126.5467457
바다의향기,일식,33.5036881,126.4636038
로아나(roana),단품요리 전문,33.2380861,126.5120261
후니참치,일식,33.4862421,126.4843385
가파도바다별장,가정식,33.1742473,126.2708817
학림,가정식,33.4990442,126.5244858
고향모밀촌,가정식,33.5209316,126.5832041
그리너제주삼화지구점,단품요리 전문,33.5132164,126.5724962
황금식당,단품요리 전문,33.2582556,126.5751286
제주세원이네,단품요리 전문,33.5081562,126.532527
보리갈비,단품요리 전문,33.3502983,126.1828337
차귀도놀빛바다,일식,33.3079234,126.1646028
부가네얼큰이첨단점,가정식,33.4495251,126.5743285
모이라순대국밥동홍점,단품요리 전문,33.2567325,126.5711983
자연수산,일식,33.25176,126.5110849
메가엠지씨커피 제주성산일출봉점,커피,33.465084,126.9326904
정실마당,가정식,33.4690403,126.5104219
아일랜드팩토리 풍류,단품요리 전문,33.5105191,126.5233739
진대감제주,가정식,33.4914563,126.4734814
옹포쌀국수,가정식,33.51198,126.5185283
록록,단품요리 전문,33.5288595,126.8789063
돈물국수,단품요리 전문,33.514023,126.5354369
알토산고팡,가정식,33.3088385,126.7796772
보목자리돔축제위원회,가정식,33.2413632,126.6029272
우리동네윤성이네,가정식,33.2511955,126.2730319
제주고로,일식,33.2711847,126.202597
배가면옥,단품요리 전문,33.4942598,126.5158294
그냥,가정식,33.5141175,126.5027973
보목어촌계식당,단품요리 전문,33.2395268,126.6073589
정든반점,중식,33.4893823,126.4728904
새재암식당,단품요리 전문,33.3941101,126.2410587
사랑분식,분식,33.5124677,126.5278416
천우정원,가정식,33.5012073,126.5158482
뚜레쥬르 삼화점,베이커리,33.5144762,126.5757362
오나가(ONAGA),가정식,33.2863866,126.303076
보보애월,단품요리 전문,33.4636473,126.3257096
삼공주회센터,단품요리 전문,33.5249659,126.5682545
돝밭,단품요리 전문,33.4674532,126.3385519
범포차,가정식,33.248942,126.5610527
토담이네,가정식,33.4625402,126.4493745
짬스뽕스제대점,단품요리 전문,33.4505803,126.5584054
봉개고깃집,가정식,33.4876788,126.5961879
옛날옛적에 꽃술,가정식,33.247487,126.5638357
임치비뼈해장국,단품요리 전문,33.5238093,126.8527189
민한우정육식당,단품요리 전문,33.4933276,126.4287534
그로우(GROW),단품요리 전문,33.4910043,126.5437287
한림협재관광식당,가정식,33.4153898,126.26156
용의주도,가정식,33.4489838,126.5586715
밥쇼핑뷔페,가정식,33.4622031,126.3245484
피자헛 신제주점,피자,33.4808963,126.4900232
찐하오마라탕아란점,중식,33.473316,126.5447854
이태리부부,단품요리 전문,33.4711448,126.7722918
남광로127,가정식,33.4985558,126.5476775
그랜마스 아라점,양식,33.4748321,126.5447129
옥마가든,가정식,33.4915309,126.6787245
빽다방 제주도남점,커피,33.4976402,126.528197
육회포장,단품요리 전문,33.2484731,126.5681114
셀렉토커피도남점,커피,33.4956081,126.5274344
신화앞오름식당,가정식,33.4701912,126.7859208
마라어때본점,단품요리 전문,33.4865929,126.4881096
세화마을 협동조합,양식,33.5269904,126.8560183
빽다방제주아라점,커피,33.4746203,126.5486476
정직한통닭중문점,치킨,33.2549692,126.4281794
연대옥,가정식,33.4929125,126.4265741
청자네식개집,가정식,33.279328,126.7201441
일출명가,가정식,33.3996734,126.8059028
마담나탈리소셜클럽,양식,33.3999521,126.2494938
용우동서귀포점,단품요리 전문,33.2477221,126.5640266
성산갈치맛집(주),단품요리 전문,33.4683989,126.9174982
제주칼국수 장수상회 함덕점,단품요리 전문,33.545096,126.6620929
밥집,가정식,33.302706,126.6568975
망고홀릭법환점,단품요리 전문,33.2342405,126.513246
모리커피서귀포혁신도시점,커피,33.2528144,126.5026683
폭풍장어용담점,단품요리 전문,33.5108996,126.5117954
달콤왕가탕후루시청점,기타세계요리,33.4983498,126.5305076
만리향,중식,33.5027513,126.5420289
타니,단품요리 전문,33.4920914,126.5439885
학창시절,단품요리 전문,33.4887597,126.488342
하귀다원,단품요리 전문,33.4824319,126.4066631
우리집흑돼지,가정식,33.2488337,126.5595558
모디카,가정식,33.41083320000001,126.267591
해월향,가정식,33.4468834,126.9144242
이앤제이(E&J)커피자판기,피자,33.5064944,126.5373639
윤윤,가정식,33.476534,126.4804103
서림향,가정식,33.2604592,126.5241651
소담아구찜,단품요리 전문,33.21855960000001,126.2513671
숏블랙,단품요리 전문,33.4827834,126.483237
코바,단품요리 전문,33.5102381,126.4823516
은실네연탄구이,가정식,33.3929262,126.8006718
철이네흑염소,단품요리 전문,33.3271699,126.8295854
해븐해븐,양식,33.4874867,126.4923109
야시장,가정식,33.5101614,126.5326909
은정이네갈비,가정식,33.410364,126.2631447
신의주찹쌀순대제주본점,단품요리 전문,33.4837384,126.4846085
71금돈,가정식,33.5191038,126.5725963
삼겹살땡기는날,단품요리 전문,33.2500289,126.5608367
거부,가정식,33.4863584,126.4886399
푸라닭대정점,단품요리 전문,33.2183346,126.2517908
호동이식당,가정식,33.3707719,126.8710704
성아시,가정식,33.3884353,126.2303815
성산장인의집,가정식,33.4718048,126.901471
장가네일품순두부외도점,가정식,33.4879972,126.4344797
루핀,단품요리 전문,33.210391,126.2914266
우도클라쓰,가정식,33.5084672,126.9440879
주식회사인포트,단품요리 전문,33.2802913,126.7311605
풀향기,가정식,33.4902737,126.432747
담소식당,가정식,33.963006,126.2957255
텐저린 키친,가정식,33.2327609,126.5058082
흑돼지 철판구이,단품요리 전문,33.2496803,126.5638103
스시앤,일식,33.4965471,126.5346243
바닷골 제주함덕점,일식,33.5416655,126.667569
홍돈가,단품요리 전문,33.4781342,126.4799921
북촌에가면,단품요리 전문,33.5479365,126.6926005
애월다방,커피,33.451237,126.3070999
해양호식당,일식,33.4949987,126.460636
마마,가정식,33.4922145,126.4932585
수다,가정식,33.4879526,126.4931306
봉자순두부,맥주/요리주점,33.2790262,126.7207656
휴계농장,가정식,33.5068467,126.5418606
곶자왈밥상,가정식,33.2801589,126.2771645
또와,가정식,33.5122122,126.5282021
서홍반점,중식,33.2645809,126.5587855
내돈니돈,가정식,33.2500246,126.509114
조천밀밀면,가정식,33.5041058,126.6355894
해모듬,일식,33.5021083,126.5424264
고부루키친,맥주/요리주점,33.2470502,126.5526989
꽈페 제주협재점,단품요리 전문,33.3943219,126.2411732
정박사제주냉면,단품요리 전문,33.4981348,126.5378087
탕후루에꼬치다,가정식,33.4879737,126.4307228
신태백관,중식,33.2256565,126.2531376
제주인바다,가정식,33.5100537,126.5044353
냉동고 일도점,단품요리 전문,33.50540900000001,126.5414399
영월,가정식,33.4917805,126.5189309
달비치,단품요리 전문,33.5550778,126.7971713
지꺼진식당,가정식,33.5208169,126.5654121
두레촌청과,단품요리 전문,33.4364132,126.9203288
알리올레,양식,33.4708582,126.7869837
끼니,단품요리 전문,33.4831667,126.4922111
이리와,단품요리 전문,33.5032152,126.5419849
제주포램,단품요리 전문,33.4806597,126.4910309
서귀포밀면,가정식,33.2676468,126.5897484
양자강,중식,33.2473906,126.3349058
간식창고 제주외도점,아이스크림/빙수,33.485838,126.4313596
수돈가스,일식,33.3974404,126.2443486
맛존디국수,단품요리 전문,33.258697,126.4271395
알포인트커피,커피,33.4348333,126.323477
김밥옆구리,분식,33.9624541,126.2941147
샐러디 제주노형점,단품요리 전문,33.4816897,126.4839126
현주네치킨,치킨,33.4876591,126.4767957
카페봄봄 제주삼양점,커피,33.5184698,126.584558
돈백,가정식,33.4828383,126.4812862
제주힘쎈숯불장어,단품요리 전문,33.4857839,126.4130019
소쿠리밥상,단품요리 전문,33.2150132,126.2578888
휴예그리나,단품요리 전문,33.5240098,126.9547147
목민,가정식,33.4959536,126.5250016
주식회사 잔물결,단품요리 전문,33.3881423,126.2297532
인다통닭,치킨,33.5218218,126.5663671
리치망고월정점,주스,33.5562052,126.8098041
통일식당,가정식,33.5342453,126.6354872
제주덕구제주점,가정식,33.4752004,126.5492544
우리집다음에맛있는집양평해장국,단품요리 전문,33.3346927,126.2563926
무암돈,가정식,33.4180631,126.6534847
대흘부엌,가정식,33.4978174,126.6590986
도도리고기국수,단품요리 전문,33.5030393,126.4867958
소랑벨일공일(101),가정식,33.2764399,126.7170424
이레막국수,단품요리 전문,33.2525924,126.5590632
은미네식당,가정식,33.4115234,126.9028632
강정해녀의집,가정식,33.2275736,126.4747386
이루다스시,일식,33.2502503,126.5655797
함흥면옥,가정식,33.5133617,126.5239431
제주가마골앤드코다리냉면,단품요리 전문,33.506837,126.5476592
제주함덕장어,가정식,33.5416445,126.6730308
해녀잠수촌,일식,33.5189764,126.49214
오미정,가정식,33.502677,126.5191175
누바비치,양식,33.2373994,126.4367119
미깡밭한우집,단품요리 전문,33.2568517,126.5339022
아이스크림할인점(동홍점),아이스크림/빙수,33.2589835,126.5725263
시골밥상,단품요리 전문,33.962571,126.2941233
선봉식당,가정식,33.49832550000001,126.5327125
메가엠지씨커피 제주버스터미널점,커피,33.5003502,126.5144379
만운성,단품요리 전문,33.4811268,126.4915057
꾼2,단품요리 전문,33.4897571,126.4803737
노가리앤비어삼도점,맥주/요리주점,33.5009487,126.5177058
한솥도시락제주중문점,도시락,33.2516141,126.4239649
김녕회관,단품요리 전문,33.5558696,126.75593
탐앤탐스 블랙 제주 김녕점,커피,33.55533339999999,126.7372024
정묘년,단품요리 전문,33.4874744,126.4927473
어쭈구리,가정식,33.4799151,126.4908676
애향포차,단품요리 전문,33.4908202,126.4906809
우도흑돼지,단품요리 전문,33.5174926,126.5388459
카페몽몽,커피,33.4924504,126.473379
제주밀라네사뷔페,부페,33.5099069,126.5904899
주식회사 피그농원,가정식,33.2289238,126.2481065
금수강산바다장어,단품요리 전문,33.4156302,126.2629374
돈세상,가정식,33.5042513,126.5375311
홍금성숯불갈비,가정식,33.963006,126.2957255
소섬 소도리,가정식,33.5129965,126.957577
장수버섯샤브샤브,단품요리 전문,33.3258698,126.8357869
추자에가면,가정식,33.9626996,126.2978964
마운트에베레스트,동남아/인도음식,33.5150318,126.5256725
휠스,단품요리 전문,33.5024648,126.5050117
더헤이븐(The Haven),단품요리 전문,33.486641,126.4882865
신시가지네네치킨,치킨,33.2580441,126.5123675
롯데리아제주함덕점,샌드위치/토스트,33.542487,126.6694904
두가시영,가정식,33.3374152,126.8422361
엘에이본즈,단품요리 전문,33.48918330000001,126.4869167
녹차골정식,가정식,33.3315014,126.3562812
맨도롱제주,단품요리 전문,33.2338885,126.3136023
앰제이,단품요리 전문,33.5134151,126.523782
주식회사 알비인터내셔널,단품요리 전문,33.2497388,126.3060973
일상(ILSANG),일식,33.2533365,126.3970449
두찜신제주점,단품요리 전문,33.483472,126.4790134
마리나,단품요리 전문,33.4931974,126.497219
어멍식당,단품요리 전문,33.4742377,126.6446835
돈블럭,가정식,33.2515102,126.4371641
원조부안집제주노형점,가정식,33.4838808,126.482362
치요남치킨제주광양점,치킨,33.502739,126.5326348
명경식당,중식,33.2472906,126.3370008
가미정,가정식,33.3905177,126.8031781
전여친전남친,단품요리 전문,33.4369241,126.2752552
회뜨는집,단품요리 전문,33.472709,126.3774566
춘천명동닭갈비일도점,단품요리 전문,33.5030391,126.5420933
똥도새기,단품요리 전문,33.4779089,126.369914
우리뼈감자탕,단품요리 전문,33.5007791,126.5167144
별오름탑동점,단품요리 전문,33.5164651,126.5294073
달동네수제숨두부,단품요리 전문,33.2623201,126.4121895
하나식당,가정식,33.2205253,126.2532189
세화오리촌,단품요리 전문,33.5261053,126.8549309
빽다방제주이도초교점,커피,33.4890692,126.5340096
의귀송원,가정식,33.3160165,126.7130895
갈매기팸,단품요리 전문,33.5247717,126.8605837
못난이식당,가정식,33.2257418,126.2566326
하나미,일식,33.48957499999999,126.4805703
우도돌담집,가정식,33.5171988,126.9492405
피엠푸드서귀포점,피자,33.256387,126.5677674
투빅(Too Big),커피,33.2791541,126.7196451
대동강초계탕,가정식,33.3070324,126.8043279
스푸레무따,커피,33.4673477,126.4846274
세화통닭,치킨,33.5242305,126.8545047
아방솟덕,가정식,33.4142127,126.2684151
제주시듬삭헌국밥집,가정식,33.5167432,126.5588269
북촌손만두제주법원점,단품요리 전문,33.4920144,126.5356169
고불락,단품요리 전문,33.4667429,126.3365337
신도시정육식당,가정식,33.250876,126.5119966
끝자락부제,가정식,33.4646113,126.9348569
속살(SOKSAL),일식,33.242339,126.5635345
김녕식당,가정식,33.5550413,126.7492208
풍로룸(room),가정식,33.3060039,126.3118145
제주길흑돼지,단품요리 전문,33.4100947,126.9080146
제주착한닭강정,치킨,33.52485619999999,126.8533326
김가네,분식,33.5139822,126.5258067
이학,일식,33.5089911,126.5175651
팔팔88국밥,가정식,33.2500731,126.5612148
사쿠라미치,일식,33.4976513,126.5303133
가야장수밀면,가정식,33.2659384,126.5850831
협재집55센치톳칼국수,단품요리 전문,33.4260199,126.2640908
귀동이네,가정식,33.5210781,126.5635482
제스바,가정식,33.4691088,126.4855369
봉끄랑 과자점,베이커리,33.4943693,126.945111
도희도,가정식,33.50932950000001,126.4738772
홀덤라운지,단품요리 전문,33.4874805,126.4925291
공간,가정식,33.4829368,126.4900962
삼성웰스토리 (주)호텔신라제주면세점,구내식당/푸드코트,33.4866699,126.4872744
제주밀당,단품요리 전문,33.4941003,126.4461205
빽다방 탐라도서관8,커피,33.4800145,126.478004
인터포레스트,단품요리 전문,33.4572398,126.7723938
인판포,가정식,33.3655778,126.1981122
늘여름,가정식,33.2470345,126.5614283
보리수,단품요리 전문,33.4887831,126.4806708
플레이스우도,단품요리 전문,33.5145495,126.9571602
삼양백년짜장,중식,33.5244739,126.5840773
올레보쌈,단품요리 전문,33.2504059,126.5647412
55돈,가정식,33.4911014,126.430679
인생민물장어동홍점,단품요리 전문,33.255384,126.5718425
굽네치킨 외도점,치킨,33.485093,126.4295636
유생식당,가정식,33.4941136,126.5374561
쎈 얼큰이,단품요리 전문,33.2511192,126.5628748
엠에이티(MAT),양식,33.48339920000001,126.477682
낙동생오리,단품요리 전문,33.4925687,126.5043782
제주설심당동홍점,단품요리 전문,33.251922,126.5680277
빈대떡과사름덜,단품요리 전문,33.5028154,126.5416568
어부피자,피자,33.443438,126.8926365
통통돼지,가정식,33.5033012,126.5195859
오복돈,가정식,33.4970386,126.5348154
월정국수,단품요리 전문,33.5523033,126.7918176
신이내린닭 신제주신이점,치킨,33.4779546,126.4910669
금화덕,양식,33.2518948,126.4224038
숙자네숟가락젓가락,가정식,33.4380649,126.9205323
서흘길맥,단품요리 전문,33.5275217,126.5884246
평양면옥,단품요리 전문,33.2449487,126.5624685
휴즐리,단품요리 전문,33.5157726,126.5140094
제주옛날통닭,치킨,33.4166518,126.2641143
제주흑돈만두,분식,33.4480794,126.9152597
제주참더덕과흑돼지,가정식,33.3882816,126.8102108
바다애협동조합,단품요리 전문,33.2451378,126.5700092
머구리,가정식,33.4874326,126.3913083
민수산 민식당,가정식,33.4789469,126.406797
명륜진사갈비서귀명동점,가정식,33.2468762,126.5625255
프리베,단품요리 전문,33.4866176,126.494354
싱싱촘맛집,단품요리 전문,33.545212,126.6608762
애월정거장,분식,33.4644117,126.31979
한신포차 제주시청점,포장마차,33.4997435,126.5287116
가파도식탁,가정식,33.2425647,126.5652051
마루해물,가정식,33.5189819,126.4911355
바람에스치운다,단품요리 전문,33.5222193,126.8941456
중앙식당,가정식,33.2467307,126.3348535
백록귀빈댁,가정식,33.2489311,126.5613765
제주친정,가정식,33.3260305,126.252576
정성식당,가정식,33.3462245,126.1912033
다락방소주방,단품요리 전문,33.4164732,126.2641748
소랑한닮,가정식,33.4631984,126.3101667
제주갈치피싱,단품요리 전문,33.5024993,126.4662722
에스케이엘이씨(주)무송,가정식,33.2890033,126.5888473
돈앤삼겹삼도점,단품요리 전문,33.5046213,126.5169682
제주보쌈삼화점,단품요리 전문,33.5183728,126.5777143
우옥,가정식,33.2526508,126.5049911
들렁모루,가정식,33.2805086,126.5447492
표선제주닭집 삼화점,단품요리 전문,33.5179042,126.5889643
록마,가정식,33.4838873,126.430976
엔젤,단품요리 전문,33.5053774,126.5409758
조아조아,가정식,33.5086686,126.5176095
법환포구횟국,단품요리 전문,33.2373298,126.5152049
성산갯마을,가정식,33.4675873,126.9155378
림스테이블,단품요리 전문,33.477962,126.4498788
이자카야도,가정식,33.5060443,126.4640239
이치니치,일식,33.4651102,126.3201893
자리돔전문점,가정식,33.4845879,126.49225
도두어부의밥상,가정식,33.5054067,126.4676413
월정리쇠막,단품요리 전문,33.5590669,126.7933834
금능반지하,양식,33.3910753,126.2287767
사계주막,단품요리 전문,33.2278319,126.3051311
미소담,단품요리 전문,33.4768304,126.5361573
세영이네,가정식,33.2496172,126.5634009
신짜우베트남쌀국수,동남아/인도음식,33.51786270000001,126.5768093
족발왕,단품요리 전문,33.21520539999999,126.257913
서림칡냉면,단품요리 전문,33.52176370000001,126.5656446
조천234,단품요리 전문,33.536391,126.6377824
혼저,가정식,33.3856332,126.2247951
이디카페,단품요리 전문,33.2478042,126.5644626
막창먹는놈구남점,단품요리 전문,33.4878577,126.5332591
미루네닭갈비(성산점),단품요리 전문,33.4599553,126.9306977
동백농원특산카페,커피,33.248107,126.5532149
올래파이,커피,33.4775556,126.4881351
라타볼라,단품요리 전문,33.5371814,126.6188242
이카부두인(in)제주,단품요리 전문,33.4352051,126.9105023
파란와사비,일식,33.4895649,126.5381241
신창흑돼지두루치기,가정식,33.2258567,126.2506598
도희네해장국,가정식,33.2899245,126.3143338
달그락식탁,가정식,33.47412860000001,126.5487034
해피포차,가정식,33.2474239,126.5637141
봄향,가정식,33.4942465,126.5476074
진1926,가정식,33.4893108,126.4745258
안녕제주,가정식,33.5388457,126.6757017
솔채,가정식,33.2616762,126.5818764
봄봄 노형점,커피,33.4891261,126.4754241
설빙신제주직영점,아이스크림/빙수,33.4861978,126.4902268
학골,단품요리 전문,33.4888675,126.5215648
송돈흑돼지한림점,가정식,33.4114281,126.2744888
멕시카나 아이브리조트점,치킨,33.288409,126.4968764
돗고기축산유통,단품요리 전문,33.258377,126.5130243
미보식당,단품요리 전문,33.4992176,126.5134511
새별상점,단품요리 전문,33.5311888,126.6688634
빌레뱅디,양식,33.3169037,126.2602597
골드문,단품요리 전문,33.489614,126.4931913
